63,>WP_003403244.1 ,type II toxin-antitoxin system Phd/YefM family antitoxin,Toxin-Antitoxin System(TA system),,86,11.4,94.07,5500,-0.431,HYDROPHllic,77,9492.84,16,11,0,Unstable,,,cytoplasm,Extracell.,Cell inner membrane., Unknown,Cytoplasmic Protein,1,Cytoplasm,," no signal peptide.",Soluble Protein,1,-0.431395,No transmembrane,"
No Secretion (No Signal Peptide)",No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"Antitoxin component of toxin-antitoxin stability system, DNA-binding transcriptional repressor ",	cl44010,2.21E-18,N/A,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"YefM-lik,YefM-like","0.0000000432,0.015",Antitoxin (3.40.1620.10/FF/2)	,2.20E-17,"Antitoxin Phd_YefM, type II toxin-antitoxin system",1.20E-08,no HIT,0,,vapC5,"Neighborhood
Experiments
Textmining",0.995,,PROBABLE ALLERGEN,P33295,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN,0.6241,,cellular Process,1.1221967,,"Crystal structure of a member of the VapBC family of toxin-antitoxin systems, VapBC-5, from Mycobacterium ",	3DBO_A,2.00E-51,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,no Prediction,noT ENZYME ,NOT ENZYME 
64,>WP_003403302.1 ,class I SAM-dependent methyltransferase,Enzyme ,,293,5.27,83.89,32890,-0.183,HYDROPHllic,33.96,33262.85,29,41,1,Stable,,,cytoplasm,Cytoplasm.,Cytoplasm., Cytoplasmic ,Cytoplasmic Protein,1,Cytoplasm,,no signal peptide,soluble Protein,0,-0.183277,No transmembrane,"
No Secretion (No Signal Peptide)",No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,Mycolic acid cyclopropane synthetase; This family consist of ..,	pfam02353,3.17E-175,N/A,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"	S-adenosyl-L-methionine-dependent methyltransferases,Mycolic acid cyclopropane synthase	","7.83e-75
,0.00000000662
",Geranyl diphosphate 2-C-methyltransferase (3.40.50.150/FF/183)	,1.10E-04,Mycolic acid cyclopropane synthetase,1.40E-125,no HIT,0,,	Rv2952,Textmining,0.715,,PROBABLE NON-ALLERGEN,P04045,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN,0.4773,,Metabolism Molecule,0.5570681,, methoxy mycolic acid synthase MmaA3 ,WP_003403302.1,0,,Methyltransferases,Transferring One-Carbon Groups	,Transferases,2.1.1.-	0.92,"is an Enzyme protein
        2.-.-.- Transferases   2.1.-.- Transferring one-carbon groups",ENZYME
65,>WP_003403376.1,type II toxin-antitoxin system PemK/MazF family toxin ,Toxin-Antitoxin System(TA system),,102,11.16,97.45,5500,-0.088,HYDROPHllic,56.68,11320.1,16,10,0,Unstable,,,cytoplasm,Extracell.,Cell inner membrane.,Unknown,Cytoplasmic Protein,1,Cytoplasm,,no signal peptide,soluble Protein,1,-0.088235,No transmembrane,"
No Secretion (No Signal Peptide)",No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"	
mRNA-degrading endonuclease, toxin component of the MazEF toxin-antitoxin module","cl42701	",5.77E-24,low complexity	,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"	Cell growth inhibitor/plasmid maintenance toxic component	,Kid/PemK	","6.76e-18,0.0025

",Toxin MazF5 (2.30.30.110/FF/2)	,1.10E-09," PemK-like, MazF-like toxin of type II toxin-antitoxin system",5.10E-11,no HIT,0,,mazE2,"Neighborhood
Textmining",0.997,,PROBABLE NON-ALLERGEN, Q8RVT7,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN,0.5722,,Metabolism Molecule,1.4727146,,toxin,EFP52248.1,5.00E-65,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,3.1.-.-	0.91,noT ENZYME ,NOT ENZYME 
66,>WP_003403381.1," ribbon-helix-helix protein, CopG family ",Regulatory Protein,Regulatory Protein,81,4.4,87.16,23490,-0.574,HYDROPHllic,42.61,9169.01,9,19,0,Unstable,,,cytoplasm,Extracell.,Cell inner membrane., Cytoplasmic  ,Cytoplasmic Protein,1,Cytoplasm,,no signal peptide,soluble Protein,1,-0.574074,No transmembrane,"
No Secretion (No Signal Peptide)",No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"ribbon-helix-helix domains of transcription repressor CopG, nickel responsive transcription",	cl41726,8.96E-03,low complexity	,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"Ribbon-helix-helix
	CopG-like","0.0289,0.022",N/A,0,"Ribbon-helix-helix protein, copG family",5.40E-05,no HIT,0,,"mazF2	","Neighborhood
Textmining",0.997,,PROBABLE NON-ALLERGEN,P04083,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN,0.4758,,cellular Process,1.1873964,,"ribbon-helix-helix protein, CopG family",AAK44914.1,1.00E-46,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,no Prediction,noT ENZYME ,NOT ENZYME 
67,>WP_003403451.1,TetR/AcrR family transcriptional regulator,Regulatory protein,Regulatory Protein,196,5.46,88.72,21430,-0.042,HYDROPHllic,30.99,21262.07,19,25,1,Stable,,,cytoplasm,Cytoplasm.,Cytoplasm.,Cytoplasmic,"Cytoplasmic Protein
",1,Cytoplasm,,no signal peptide,soluble Protein,0,-0.042347,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,"Phosphorylation prediction,glycosylation prediction",,WHG domain; This presumed domain is around 80 amino acids in length..,	cl38988,1.84E-15,low complexity	,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"	Tetracyclin repressor-like, C-terminal domain,	Tetracyclin repressor-like, C-terminal domain,Homeodomain-like	,	Tetracyclin repressor-like, N-terminal domain","2.08e-20
,0.0011,0.0000000000241
,0.0043",TetR family transcriptional regulator (1.10.357.10/FF/15)	,1.40E-84,"Tetracyclin repressor-like, C-terminal domain",6.2e-18),TetR-type HTH domain profil`,15.639,,mftR,Textmining,0.807,,PROBABLE NON-ALLERGEN,O75155,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN,0.5051,,Metabolism Molecule,1.5363221,,TetR/AcrR family transcriptional regulator,	WP_003403451.1,4.00E-138,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,6.-.-.-	0.48,noT ENZYME ,NOT ENZYME 
68,>WP_003403453.1 ,30S ribosomal protein S12,Translational Protein,,124,11.37,76.94,5960,-0.814,HYDROPHllic,31.86,13849.24,31,7,1,Stable,,,cytoplasm,Cytoplasm.,Cell inner membrane. Cytoplasm.,Cytoplasmic,Periplasmic Protein,1,Cytoplasm,,no signal peptide,soluble Protein,0,-0.81371,No transmembrane,"
No Secretion (No Signal Peptide)",No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,ribosomal protein S12,	CHL00051,7.10E-73,N/A,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"	Nucleic acid-binding proteins	,Cold shock DNA-binding domain-like","1.02e-51,0.00000555",Ribosomal protein (2.40.50.140/FF/443)	,1.30E-19,", Ribosomal protein S12/S23",2.60E-42,`Ribosomal protein S12 signature,N/A,,"rpsF		
rplI	
rplK	
rplA		
rplJ	
rplL	
rpsG	
tuf	
rpsJ	
rplC","Neighborhood
Gene Fusion
Cooccurence
Coexpression
Experiments
Databases
Textmining",0.999,,PROBABLE NON-ALLERGEN,Q7Z628,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN,0.8078,,Metabolism Molecule,1.3521037,,30S ribosomal protein S12 ,WP_003403453.1,2.00E-82,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,non Enzyme,noT ENZYME ,NOT ENZYME 
69,>WP_003403483.1, mycofactocin precursor,Enzyme ,,29,3.17,80.34,2980,-0.138,HYDROPHllic,15.69,3258.54,0,9,1,Stable,,,secreted,N/A,N/A, Extracellular ,N/A,0,Extracellular,,no signal peptide,soluble Protein,0,-0.137931,N/A,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"mycofactocin precursor; Members of this protein family occur in Mycobacterium tuberculosis and ...
","cl14847	
",5.52E-05,N/A,N/A,Mycofactocin precursor peptide ,IPR023988,N/A,N/A,0,N/A,N/A,0,No result,No,0,N/A,0,N/A,0,N/A,0,no HIT,0,,"mftB		
pqqE","Neighborhood
Textmining",0.985,,PROBABLE ALLERGEN,22726221,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN ,0.7233,,cellular Process	,0.99928715,,hypothetical protein CFBS_0727,AGL99159.1,1.00E-23,,N/A,N/A,N/A,N/A,N/A,N/A
70,>WP_003403501.1,mycofactocin system glycosyltransferase,Enzyme ,,470,8.96,108.98,55920,0.161,HYDROPHbic,42.8,50666.59,56,49,0,Unstable,,,cytoplasm,Cell membrane. Cytoplasm.,cell inner membrane,cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,no signal peptide,soluble Protein,3,0.161277,"
Exists:
68

1

UniProt: MFTF_MYCTU,",No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"mycofactocin system glycosyltransferase; Members of this protein family are putative ...
","TIGR03965	
",6.94E-176,low complexity	,N/A,None predicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"	Nucleotide-diphospho-sugar transferases	,	Polypeptide N-acetylgalactosaminyltransferase 1, N-terminal domain","6.25e-47,0.0085",", Glycosyl transferase family 2",1.20E-24,Polypeptide N-acetylgalactosaminyltransferase (3.90.550.10/FF/53)	,1.40E-04,no HIT,0,,mftE,"Neighborhood
Cooccurence
Textmining",0.991,,PROBABLE NON-ALLERGEN,Q04656,No Result,No Result,No Result,No Result,0,,Probable NON-ANTIGEN,0.3917,,Metabolism Molecule,0.1061293,,mycofactocin biosynthesis glycosyltransferase MftF,"WP_003403501.1",0,,Hexosyltransferases,Glycosyltransferases,Transferases,2.4.1.-	0.78,"is an Enzyme protein
2.-.-.- Transferases	2.4.-.- Glycosyltransferases
 ",ENZYME
71,>WP_003403584.1,30S ribosomal protein S19,Translational Protein,,93,10.48,67.96,5500,-0.811,HYDROPHllic,43.56,10803.55,21,10,0,Unstable,,,cytoplasm,cytoplasm,cell inner membrane,cytoplasmic,Periplasmic Protein,1,Cytoplasm,,no signal peptide,soluble Protein,0,-0.810753,No transmembrane,"
No Secretion (No Signal Peptide)",No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"30S ribosomal protein S19; Reviewed
","PRK00357	
",8.73E-65,N/A,N/A,None predicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"Ribosomal protein S19	,Ribosomal protein S19	","5.49e-35
,0.0000243
",Uncharacterized protein (3.30.860.10/FF/12)	,1.10E-04, Ribosomal protein S19,2.8e-37), Ribosomal protein S19 signature,N/A,,"rpsF        
rplI        
rplK
rplA        
rplJ
rplL
rpsL        
rpsG        
rpsJ        
rplC","Neighborhood
Cooccurence
Coexpression
Experiments
Databases
Textmining",0.999,,PROBABLE NON-ALLERGEN, Q9UKL3,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN,0.4774,,cellular Process	,1.1263102,,30S ribosomal protein S19,"WP_003403584.1
",2.00E-60,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,non Enzyme,noT ENZYME ,NOT ENZYME 
72,>WP_003403594.1,50S ribosomal protein L29,Translational Protein,,77,5.51,87.4,1490,-0.748,HYDROPHllic,52.23,8859.01,13,14,0,Unstable,,,cytoplasm,cytoplasm,cell inner membrane,cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,no signal peptide,soluble Protein,0,-0.748052,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"Ribosomal L29 protein;
","pfam00831	
",4.02E-23,N/A,N/A,"
Ribosomal protein L29/L35 ",IPR001854,structural constituent of ribosome ,GO:0003735,1,translation ,GO:0006412,1,ribosome ,GO:0005840,1,"Ribosomal protein L29 (L29p),Ribosomal protein L29 (L29p)		","3e-22
,0.00043",50S ribosomal protein L29 (1.10.287.310/FF/7)	,2.00E-05, Ribosomal L29 protein,1.30E-24, Ribosomal protein L29 signature,N/A,,"rpsF        
rplI        
rplK
rplA        
rplJ
rplL
rpsL        
rpsG        
rpsJ        
rplC","Neighborhood
Cooccurence
Coexpression
Experiments
Databases
Textmining",0.999,,PROBABLE NON-ALLERGEN,Q9UPN4,No Result,No Result,No Result,No Result,0,, Probable ANTIGEN,0.6589,,Metabolism Molecule,1.6751172,,50S ribosomal protein L29,"WP_003403594.1
",8.00E-46,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,non Enzyme,noT ENZYME ,NOT ENZYME 
73,>WP_003403667.1, type Z 30S ribosomal protein S14,Translational Protein,,61,10.75,65.74,8480,-0.357,HYDROPHllic,20.42,6825.19,15,2,1,Stable,,,cytoplasm,cell membrane,cell inner membrane,cytoplasmic,N/A,1,Cytoplasm,,no signal peptide,soluble Protein,0,-0.357377,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"type Z 30S ribosomal protein S14;
","PRK08061	
",9.14E-34,N/A,N/A,None predicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"        Glucocorticoid receptor-like (DNA-binding domain)        ,Ribosomal protein S14	","3.49e-21
,0.00029
",30S ribosomal protein S14 type Z (4.10.830.10/FF/1)	,1.10E-32,Ribosomal protein S14p/S29e,8.4e-25),Ribosomal protein S14 signature ,N/A,,"rpsG	
rpsS	
rplN	
rplX	
rplE	
rpsH	
rplF	
rpsE		
rplO	
rpsP","Neighborhood
Gene Fusion
Cooccurence
Coexpression
Experiments
Databases
Textmining",0.999,,PROBABLE NON-ALLERGEN,Q6Q4G3,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN,0.4642,,Metabolism Molecule,1.3706527,,type Z 30S ribosomal protein S14 [,"MBX4385070.1
",2.00E-34,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,non Enzyme,noT ENZYME ,NOT ENZYME 
74,>WP_003403731.1 , ECF RNA polymerase sigma factor SigL ,Regulatory Protein,Regulatory Protein,177,6.92,96.67,29450,-0.173,HYDROPHllic,40.81,19538.1,21,21,0,Unstable,,,cytoplasm,cell membrane,cell inner membrane,cytoplasmicMembrane,Cytoplasmic Protein,1,Cytoplasm,,no signal peptide,soluble Protein,0,-0.173446,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"ECF RNA polymerase sigma factor SigL;
","PRK09645	
",4.38E-95,low complexity	,N/A,RNA polymerase sigma-70 like ,IPR039425),"
DNA-binding transcription factor activity ,
sigma factor activity ,
DNA binding ","GO:0003700,GO:0016987,GO:0003677",1,"regulation of DNA-templated transcription ,
DNA-templated transcription initiation ","GO:0006355,GO:0006352",1,No result,No,0,"Sigma2 domain of RNA polymerase sigma factors	,Sigma2 domain of RNA polymerase sigma factors	,	Sigma3 and sigma4 domains of RNA polymerase sigma factors, sigma4 domains","3.92e-21
,0.0027,0.0000000000000567
,0.045
",RNA polymerase sigma factor (1.10.1740.10/FF/10)	,1.00E-07,Sigma-70 region 2,9.50E-18,  Sigma-70 factors ECF subfamily signature,N/A,,	rslA,"Neighborhood
Gene Fusion
Cooccurence
Experiments
Textmining",0.997,,PROBABLE NON-ALLERGEN,F9W301,No Result,No Result,No Result,No Result,0,, Probable ANTIGEN,0.5185,,Metabolism Molecule,1.5379354,,	sigma-70 family RNA polymerase sigma factor SigL,"WP_042507731.1
",2.00E-112,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,3.1.-.-	0.62,noT ENZYME ,NOT ENZYME 
75,>WP_003403867.1,response regulator transcription factor [,Regulatory Protein,Regulatory Protein,247,6.02,98.99,21430,-0.191,HYDROPHllic,36.18,27513.5,34,36,1,Stable,,,cytoplasm,cytoplasm,cytoplasm,cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,no signal peptide,soluble Protein,0,-0.191093,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain ...
","COG0745	
",3.72E-89,REC	,2.38E-44,"
Transcriptional regulatory protein WalR-like ",IPR039420,DNA binding ,GO:0003677,1,"phosphorelay signal transduction system ,
regulation of DNA-templated transcription ","GO:0000160,GO:0006355",1,No result,No,0,"CheY-like	,CheY-related	,	C-terminal effector domain of the bipartite response regulators,PhoB-like	","1.57e-42
,0.00014
,2.49e-26
,0.00049
",DNA-binding response regulator PrrA (3.40.50.2300/FF/103)	,1.00E-17,Response regulator receiver domain,3.40E-27,"Response regulatory domain profile,OmpR/PhoB-type DNA-binding domain profile ","45.457,40.378",,	phoR,"Neighborhood
Gene Fusion
Cooccurence
Experiments
Databases
Textmining",0.999,,PROBABLE NON-ALLERGEN,Q10M50,No Result,No Result,No Result,No Result,0,, Probable ANTIGEN,0.574,,cellular Process	,1.5670809,,"	Chain A, Response regulator ","5ED4_A
",2.00E-176,,"With NADH or NADPH as one dono and incorporation of one atom of oxygen
",Acting on paired donors with incorporation or reduction of molecular oxygen	,Oxidoreductases,2.7.-.-	0.65,noT ENZYME ,NOT ENZYME 
76,>WP_003404010.1 ,monooxygenase,Enzyme ,,101,5.61,91.88,7450,-0.175,HYDROPHllic,48.11,11191.73,12,14,0,Unstable,,,cytoplasm,cytoplasm,cell inner membrane,cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,no signal peptide,soluble Protein,1,-0.175248,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"Quinol monooxygenase YgiN [Energy production and conversion];
","cl42737	
",1.82E-30,low complexity	,N/A,None predicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"Dimeric alpha+beta barrel	,PA3566-like	","1.44e-24
,0.00000497
",Antibiotic biosynthesis monooxygenase (3.30.70.100/FF/53)	,1.20E-04,Antibiotic biosynthesis monooxygenase,1.10E-16,  ABM domain profile ,16.93,,"	Rv0790c	",Neighborhood,0.728,,PROBABLE NON-ALLERGEN,P16671,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN,0.4366,,Metabolism Molecule,2.7490728,,"	Chain A, Structure of Rv0793 from Mycobacterium tuberculosis","1Y0H_A",3.00E-65,,"With reduced flavin or flavoprotein as one donor and incorporation of one atom of oxygen
",Acting on paired donors with incorporation or reduction of molecular oxygen	,Oxidoreductases,no Prediction,noT ENZYME ,NOT ENZYME 
77,>WP_003404135.1 ,DUF3073 domain-containing protein,Unknown Domain Function,,60,5.25,35.83,12490,-1.677,HYDROPHllic,43.19,6900.41,12,13,0,Unstable,,,cytoplasm,Extracell,"Cell outer membrane.",Unknown,N/A,0,Cytoplasm,,no signal peptide,soluble Protein,0,-1.676667,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"Protein of unknown function (DUF3073); This family of proteins with unknown function appears ...
","cl12816	",5.31E-19,low complexity	,N/A,"
Protein of unknown function DUF3073",IPR021426,N/A,N/A,0,N/A,N/A,0,No result,No,0,N/A,0,N/A,0,Protein of unknown function (DUF3073),9.90E-23,no HIT,0,,	Rv0879c,Textmining,0.829,,PROBABLE NON-ALLERGEN,Q13936,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN ,0.8549,,Metabolism Molecule,0.99999996,,DUF3073 domain-containing protein,"WP_063741707.1
",2.00E-33,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,non Enzyme,noT ENZYME ,NOT ENZYME 
78,>WP_003404362.1,sensor domain-containing protein,Regulatory Protein,Regulatory Protein,214,4.93,84.35,18450,0.015,HYDROPHbic,41.97,22902.76,16,25,0,Unstable,,,secreted,"Cytoplasm. Extracell.
",cytoplasm,cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,Signal Peptide,Unknown,0,0.014953,No transmembrane,Secretion (Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"PknH-like extracellular domain; This domain is functionally uncharacterized. It is found as ...
","cl16552	
",1.06E-22,low complexity	,N/A,None predicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,N/A,0,Possible lipoprotein LpqQ (3.40.1000.70/FF/3)	,8.70E-124,", PknH-like extracellular domain",9.90E-35,no HIT,0,,	lprH,Textmining,0.905,,PROBABLE ALLERGEN,78038796,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN,0.588,,cellular Process,1.0156302,,sensor domain-containing protein,"WP_031745215.1
",2.00E-150,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,non Enzyme,noT ENZYME ,NOT ENZYME 
79,>WP_003404388.1 ,response regulator transcription factor,Regulatory Protein,Regulatory Protein,216,                   6.10,109.77,7450,0.119,HYDROPHbic,31.75,22916.41,24,26,1,Stable,,,cytoplasm,cytoplasm,cytoplasm,cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,Signal Peptide,Unknown,0,0.118518,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains [Signal ...
","COG2197	
",4.25E-67,REC	,1.02E-29,None predicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"CheY-like        ,CheY-related        ,        C-terminal effector domain of the bipartite response regulators        ,GerE-like (LuxR/UhpA family of transcriptional regulators)        ","6.55e-31
,0.0006,1.09e-18
,0.0036
",Two-component system KDP operon response regulator KdpE (3.40.50.2300/FF/194)	,1.00E-06, Response regulator receiver domain,2.2e-25),"Response regulatory domain profile, LuxR-type HTH domain profile","38.118,19.062",,"narS	","Neighborhood
Cooccurence
Experiments
Databases
Textmining",0.986,,PROBABLE NON-ALLERGEN,O75155,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN ,0.5609,,Virulence factors,1.7829188,,putative nitrate/nitrite response transcriptional regulatory protein NARL,"AFE15805.1",8.00E-148,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,2.-.-.-	0.48,noT ENZYME ,NOT ENZYME 
80,>WP_003404606.1,MarR family transcriptional regulator,Regulatory Protein,Regulatory Protein,143,10.29,102.45,5500,-0.085,HYDROPHllic,47.53,15575.92,19,17,0,Unstable,,,cytoplasm,cytoplasm,cytoplasm,cytoplasmic,Periplasmic Protein,1,Cytoplasm,,no signal peptide,soluble Protein,1,-0.084615,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"helix_turn_helix multiple antibiotic resistance protein;
","smart00347	
",1.33E-25,HTH_MARR	,9.61E-26,None predicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"""Winged helix"" DNA-binding domain	,MarR-like transcriptional regulators	","9.9e-25,0.0013
","Transcriptional regulator, MarR family (1.10.10.10/FF/549)	",1.90E-04,MarR family,8.80E-14, MarR-type HTH domain profile ,25.148,,Rv0324,Textmining,0.889,,PROBABLE NON-ALLERGEN,P08823,No Result,No Result,No Result,No Result,0,,Probable NON-ANTIGEN ,0.3116,,cellular Process,1.6652978,,MarR family transcriptional regulator,"WP_052651292.1
",4.00E-86,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,non Enzyme,noT ENZYME ,NOT ENZYME 
81,>WP_003404684.1,OmpA family protein,Virulent protein,,326,6.84,94.02,18450,0.035,HYDROPHbic,31.15,33574.15,28,28,1,Stable,,,	outer membrane,Cell membrane. Extracell.,Cell inner membrane.,CytoplasmicMembrane,"Periplasmic Protein
",0,Extracellular,,no signal peptide,Membrane Protein,2,0.035276,Experiment,No Secretion (No Signal Peptide),Transmembrane	,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction Glycosylation prediction,,Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins,COG2885,1.90E-42,transmembrane region	,N/A,None predicted,N/A,N/A,N/A,0,N/A,N/A,0,"cell outer membrane ,
membrane ","GO:0009279,GO:0016020",1,"OmpA-like	,OmpA-like	","4.45e-34
,0.001
",OmpA family protein (3.30.1330.60/FF/27)	,1.10E-10,OmpA family,1.20E-20, OmpA-like domain profile,N/A,,nuoI,"Experiments
Databases
Textmining",0.998,,PROBABLE NON-ALLERGEN,Q653V7,Hae in P6,Haemophilus influenzae,OmpA-like (SSF103088),E1XA16,1/1 (100.0%),,Probable ANTIGEN ,0.6559,,cellular Process	,2.4155807,,peptidoglycan-binding protein ArfA,WP_142757479.1,5.00E-161,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,1.-.-.-	0.48,noT ENZYME ,NOT ENZYME 
82,>WP_003404747.1, PPE family protein,Virulent Protein,,423,4.56,86.86,50420,0.289,HYDROPHbic,35.21,41439.77,12,26,1,Stable,,,periplasm,Cytoplasm. Extracell.,Cell inner membrane.,CytoplasmicMembrane,Extracellular Protein,1,Extracellular,,no signal peptide,Membrane Protein,5,0.288653,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction Glycosylation prediction,,"	
PPE-repeat protein [Function unknown];",cl35037,4.60E-48,low complexity	,N/A,None predicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"PE/PPE dimer-like        ,PPE","6.28e-61
,0.0000687",PPE family protein PPE41 (1.20.1260.20/FF/1)	,1.20E-61,PPE family,5.20E-60,Regulator of chromosome condensation (RCC1) signature 2 ,N/A,,PE7,"Neighborhood
Textmining",0.949,,PROBABLE NON-ALLERGEN,Q7F8U7,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN,0.6844,,Virulence factors,-0.37962238,,PPE family protein,WP_003404747.1,0,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,no Prediction,noT ENZYME ,NOT ENZYME 
83,>WP_003404748.1,PE family protein,Virulent Protein,,99,7.98,97.68,2980,                 0.620,HYDROPHbic,32.67,9917.44,5,4,1,Stable,,,secreted,Extracell.,Cell inner membrane.,  Unknown,Extracellular Protein,1,Extracellular,,Signal Peptide,Unknown,0,0.620202,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,PE family; This family named after a PE motif near to the amino terminus of the domain,"cl03022	",1.06E-16,low complexity	,N/A,None predicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"	PE/PPE dimer-like,PE","1.05e-17
,0.0071
",PE family protein PE22 (1.10.287.850/FF/6)	,1.10E-07, PE family,7.30E-25,no HIT,0,,PPE14,"Neighborhood
Textmining",0.949,,PROBABLE NON-ALLERGEN,Q942A7,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN,0.6253,,cellular Process	,1.1263102,,PE family protein,WP_140030714.1,2.00E-43,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,non Enzyme,noT ENZYME ,NOT ENZYME 
