113,>WP_003407737.1 ,SDR family oxidoreductase,267,8.55,99.81,13980,0.184,Hydrophobic,39.7,28199.59,26,24,1,stable,,,Cytoplasm,Cytoplasm,Cytoplasm,Cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,Signal peptide,Unknown,1,0.183521,NO transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"Short-chain dehydrogenase [General function prediction only];
","COG0300	
",2.43E-112,N/A,N/A,Short-chain dehydrogenase/reductase SDR ,IPR002347,oxidoreductase activity ,GO:0016491,1,N/A,N/A,0,NO result ,No,0,"NAD(P)-binding Rossmann-fold domains,Tyrosine-dependent oxidoreductases		","1.91e-57,0.00079

",SDR family oxidoreductase (3.40.50.720/FF/240)	,1.00E-20, short chain dehydrogenase,2.00E-41,  Short-chain dehydrogenases/reductases family signature ,N/A,,	fas,Databases,0.967,,PROBABLE NON-ALLERGEN,O75185,No result,No result,No result,No result,0,,Probable ANTIGEN ,0.6138,,Metabolism Molecule,1.2609396,,        ketoacyl reductase ,"CFR59317.1
",0,,"With NAD or NADP as acceptor
",Acting on the CH-OH group of donors	,Oxidoreductases,No result,NOT Enzyme,NOT Enzyme
114,>WP_003407785.1 , type II toxin-antitoxin system VapB family antitoxin,72,4.79,93.47,12490,-0.347,Hydrophilic,73.55,8241.38,11,14,0,Unstable,,,cytoplasm,cytoplasm,Cell inner membrane,cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,NO signal peptide,Soluble protein ,1,-0.347222,no transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"Bacterial antitoxin of type II TA system, VapB; VapB is the antitoxin of a bacterial ...","cl26582	
",2.07E-18,N/A,N/A,NOne Predicted,N/A,N/A,N/A,0,N/A,N/A,0,NO result ,No,0,N/A,0,N/A,0," Bacterial antitoxin of type II TA system, VapB",1.00E-18,NO HIT,0,,vapC11,"Neighborhood
Cooccurence
Experiments
Textmining",0.996,,PROBABLE NON-ALLERGEN,P54802,No result,No result,No result,No result,0,,"
Probable ANTIGEN 
 ",0.6312,,cellular Process,1.1170976,,type II toxin-antitoxin system VapB family antitoxin ,"WP_009935474.1
",1.00E-37,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,no prediction,NOT Enzyme,NOT Enzyme
115,>WP_003407974.1 , peroxiredoxin,154,9.23,82.99,2980,-0.118,Hydrophilic,39.16,16894.49,23,19,1,stable,,,Cytoplasm,Cytoplasm,Cytoplasm,Cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,no signal peptide,Soluble protein ,1,-0.118182,no transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"Peroxiredoxin [Posttranslational modification, protein turnover, chaperones];
","COG1225	
",1.32E-57,N/A,N/A,"Peroxiredoxin, AhpC-type ",IPR024706,"
antioxidant activity ,
oxidoreductase activity ","GO:0016209,GO:0016491",1,N/A,N/A,0,NO result ,No,0,"Thioredoxin-like	,Glutathione peroxidase-like	","8.62e-40,0.0011`
",Thioredoxin-dependent peroxide reductase (3.40.30.10/FF/311)	,1.00E-06,AhpC/TSA family,1.40E-30,Thioredoxin domain profile,15.454,,trxB2,"Textmining",0.716,,PROBABLE NON-ALLERGEN,Q7DM89,Tri a 32,Triticum aestivum,Thioredoxin-like (SSF52833),Q6W8Q2,1/1 (100.0%),, Probable ANTIGEN,0.5436,,cellular Process,1.2853315,,Select seq emb|CFE42307.1|	peroxidoxin,"CFE42307.1
",2.00E-106,,Peroxidases,Acting on a peroxide as acceptor	,Oxidoreductases,1.11.1.15	1.0," Enzyme protein
	1.-.-.- Oxidoreductases
	1.11.-.- Acting on a peroxide as acceptor (peroxidases)
 ",ENZYME
116,>WP_003408261.1 ,DUF427 domain-containing protein,115,9.51,78.78,36440,-0.427,Hydrophilic,60.35,13109.91,14,10,0,Unstable,,,Cytoplasm,Extracell,Cell inner membrane,Cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,no signal peptide,Soluble protein ,0,-0.426957,no transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"Domain of unknown function (DUF427); This domain contains a beta-tent fold.
","cl00998	
",3.47E-41,N/A,N/A,none Predicted,N/A,N/A,N/A,0,N/A,N/A,0,NO result ,No,0,"Rv2827c C-terminal domain-like,Rv2827c C-terminal domain-like		","5.27e-02,0.014
",DUF427 domain-containing protein (2.170.150.40/FF/1)	,3.70E-05,Domain of unknown function (DUF427),2.00E-29,no HIT,0,,Rv1671,Neighborhood,0.904,,PROBABLE NON-ALLERGEN, Q15052,No result,No result,No result,No result,0,, Probable ANTIGEN ,0.4499,,Information and storage,0.47847196,,DUF427 domain-containing protein,"WP_003408261.1
",5.00E-78,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,no prediction,NOT Enzyme,NOT Enzyme
117,>WP_003408362.1 , Trm112 family protein,74,4.56,118.65,2980,-0.119,Hydrophilic,40.65,8289.54,9,15,0,Unstable,,,cytoplasm,cytoplasm,Cell inner membrane,Cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,no signal peptide,Soluble protein ,1,-0.118919,no transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"Trm112p-like protein; The function of this family is uncertain. The bacterial members are ...
","cl01066	
",9.93E-22,N/A,N/A,Trm112-like ,IPR005651,N/A,N/A,0,N/A,N/A,0,no result ,No,0,"Trm112p-like	,Trm112p-like	","4.84e-16,0.00046

",UPF0434 protein Rv1684 (2.20.25.10/FF/46)	,1.40E-41,Trm112p-like protein,6.40E-08,no HIT,0,,Rv1683,"Neighborhood",0.894,,PROBABLE NON-ALLERGEN,P05937,No result,No result,No result,No result,0,,Probable ANTIGEN ,0.4919,,cellular Process,0.9520923,,Trm112 family protein,"WP_044087465.1
",2.00E-41,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,5.-.-.-        0.51,NOT Enzyme,NOT Enzyme
118,>WP_003408401.1 , site-specific tyrosine recombinase XerD,311,10.26,103.28,19940,-0.150,Hydrophilic,35.07,33517.29,43,33,1,stable,,,Cytoplasm,Cytoplasm,Cytoplasm,Cytoplasmic,,1,Cytoplasm,,no signal peptide,Soluble protein ,1,-0.149839,no transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"tyrosine recombinase;
","PRK00283	
",1.90E-153,Xer	,4.30E-105,"Tyrosine recombinase XerC/XerD ,
Tyrosine recombinase XerD ","IPR023009,IPR011932","DNA binding ,
site-specific recombinase activity ()
","GO:0003677,GO:0009009",1,"DNA integration ,
DNA recombination ","GO:0015074,GO:0006310",1,no result ,No,0,"DNA breaking-rejoining enzymes,Lambda integrase-like, catalytic core		","4.71e-53
,0.0000153
",Tyrosine recombinase XerS (1.10.443.10/FF/10)	,1.20E-09, Phage integrase family,4.80E-46,"Core-binding (CB) domain profile,  Tyrosine recombinase domain profile","21.293,61.804",,"Rv1700	","Neighborhood
Textmining",0.968,,PROBABLE NON-ALLERGEN, P08823,No result,No result,No result,No result,0,, Probable ANTIGEN,0.5039,,Metabolism Molecule,-0.094373375,,site-specific tyrosine recombinase XerD,"WP_264448763.1
",0,,"Phosphotransferases with an alcohol group as acceptor
",Transferring Phosphorus-Containing Groups        ,Transferases,3.-.-.-	0.45,NOT Enzyme,NOT Enzyme
119,>WP_003408444.1 ,oxidoreductase,270,5.01,94.44,26930,0.206,Hydrophobic,25.82,27985.83,22,28,1,stable,,,Cytoplasm,Cytoplasm,Cytoplasm,Cytoplasmic,,1,Cytoplasm,,no signal peptide,Soluble protein ,0,0.205555,no transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"classical (c) SDRs; SDRs are a functionally diverse family of oxidoreductases that have a ...
","cd05233	
",1.03E-51,low complexity	,N/A,Short-chain dehydrogenase/reductase SDR ,IPR002347,N/A,N/A,0,N/A,N/A,0,no result ,No,0,"NAD(P)-binding Rossmann-fold domains	,Tyrosine-dependent oxidoreductases	","1.04e-64,0.0000487

",3-hydroxybutyrate dehydrogenase (3.40.50.720/FF/981)	,1.00E-23, Enoyl-(Acyl carrier protein) reductase,2.10E-49,no HIT,0,,Rv1716,"Neighborhood
Textmining",0.993,,PROBABLE NON-ALLERGEN,O75185,Asp f SXR,Neosartorya fumigata,NAD(P)-binding Rossmann-fold domains (SSF51735),B0XUJ3,1/1 (100.0%),,Probable ANTIGEN,0.4816,,Virulence factors,0.39625122,,    SDR family oxidoreductase ,"WP_234829289.1
",0,,"With NAD or NADP as acceptor",Acting on the CH-OH group of donors	,Oxidoreductases,1.1.1.-	0.99," Enzyme protein
	1.-.-.- Oxidoreductases
	1.1.-.- Acting on the CH-OH group of donors",ENZYME
120,>WP_003408469.1,antitoxin,75,4.59,113.47,N/A,-0.061,Hydrophilic,48.19,8226.39,9,15,0,Unstable,,,cytoplasm,Cytoplasm,"Cell inner membrane. Extracell. Periplasm.
 ",Cytoplasmic,,1,cytoplasm,,no signal peptide,Soluble protein ,1,-0.061333,no transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,N/A,N/A,0,low complexity	,N/A,none Predicted,N/A,N/A,N/A,0,regulation of DNA-templated transcription ,GO:0006355,1,NO result ,No,0,"Ribbon-helix-helix	,Arc/Mnt-like phage repressors	","0.000000000853
,0.053",N/A,0,Antitoxin ParD,0.018,NO HIT,0,,vapC12,"Neighborhood
Textmining",0.963,,PROBABLE ALLERGEN,Q7M3Y8,No result,No result,No result,No result,0,, Probable ANTIGEN,0.5204,,cellular Process,1.0622231,,hypothetical protein GuangZ0019_0836,"EQM22971.1
",2.00E-39,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,3.1.-.-	0.76,NOT Enzyme,NOT Enzyme\
121,>WP_003408528.1 ,antitoxin ,70,9.47,104.71,1490,-0.053,Hydrophilic,48.5,7607.80,11,9,0,Unstable,,,cytoplasm,Extracell,Cell inner membrane,Cytoplasmic,,1,cytoplasm,,no signal peptide,Soluble protein ,1,-0.052857,no transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction ,,"Rv0623-like transcription factor; This entry represents the Rv0623-like family of ...
","cl01834	
",7.63E-17,N/A,N/A,Antitoxin VapB-like ,IPR011660,N/A,N/A,0,N/A,N/A,0,NO result ,NO,0,N/A,0,N/A,0,Rv0623-like transcription factor,5.30E-17,NO HIT,0,,"	vapC34	","Neighborhood
Cooccurence",0.968,,PROBABLE NON-ALLERGEN,P25705,No result,No result,No result,No result,0,,Probable ANTIGEN,0.6968,,cellular Process,1.6328178,,type II toxin-antitoxin system VapB family antitoxin,"WP_003408528.1
",3.00E-39,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,3.1.-.-	0.97,NOT Enzyme,NOT Enzyme\
122,>WP_003408807.1 ,type VII secretion system ESX-5 target PE19,99,4.24,78.48,2980,0.441,Hydrophobic,29.56,9583.63,0,5,1,stable,,,secreted,Extracell,Fimbrium,Unknown,Cytoplasmic Protein,0,cytoplasm,,Signal peptide,Soluble protein ,0,0.441414,no transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"PE family; This family named after a PE motif near to the amino terminus of the domain. The PE ...","cl03022	
",1.40E-18,low complexity	,N/A,NOne Predicted,N/A,N/A,N/A,0,N/A,N/A,0,NO result ,NO,0,"PE/PPE dimer-like,PE	","1.12e-25,0.0045
",PE family protein (1.10.287.850/FF/7)	,1.00E-13,PE family,4.30E-33,NO HIT,0,,"PPE25	",Textmining,0.872,,PROBABLE ALLERGEN,11991227,No result,No result,No result,No result,0,, Probable ANTIGEN,0.6843,,Virulence factors,0.82631208,,PE family protein,"AAK46112.1
",3.00E-57,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,NON ENZYME,NOT Enzyme,NOT Enzyme\
123,>WP_003408840.1 , ESAT-6-like protein EsxN,94,4.76,73.94,13980,-0.111,Hydrophilic,5.45,9941.95,4,9,1,stable,,,secreted,Extracell,"Cell inner membrane.",Cytoplasmic,Cytoplasmic Protein,1,cytoplasm,,no signal peptide,Soluble protein ,0,-0.110638,no transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Glycosylation prediction ,,"Proteins of 100 residues with WXG; ESAT-6 is a small protein appears to be of fundamental ...","cl02005	
",9.57E-10,N/A,N/A,"
Type VII secretion system ESAT-6-like ,
ESAT-6-like protein, Mycobacterium ","IPR010310,IPR009416",N/A,N/A,0,N/A,N/A,0,NO result ,NO,0,"EsxAB dimer-like	,ESAT-6 like	","1.83e-17
,0.0077
",ESAT-6-like protein EsxI (1.10.287.1060/FF/4)	,2.90E-47, Proteins of 100 residues with WXG,1.40E-14,no HIT,0,,espG5,"Neighborhood
Textmining",0.829,,PROBABLE NON-ALLERGEN,P17655,No result,No result,No result,No result,0,, Probable ANTIGEN ,0.676,,cellular Process,1.3267267,,effector,"WP_003408840.1
",1.00E-60,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,NON ENZYME,NOT Enzyme,NOT Enzyme\
124,>WP_003408976.,type VII secretion system ESX-5 target PE18,99,4.24,82.42,2980,0.439,Hydrophobic,33.81,9551.57,0,5,1,stable,,,secreted,Extracell,Fimbrium,Extracellular,Cytoplasmic Protein,1,Extracellular,,Signal peptide,Unknown,0,0.439394,no transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"PE family; This family named after a PE motif near to the amino terminus of the domain. The PE ...","cl03022	
",2.02E-16,N/A,N/A,NOne Predicted,N/A,N/A,N/A,0,N/A,N/A,0,NO result ,NO,0,"PE/PPE dimer-like       ,PE","2.88e-26
,0.0045",PE family protein (1.10.287.850/FF/7)	,1.70E-14,PE family,2.50E-33,NO HIT,0,,PPE26,"Neighborhood
Textmining",0.963,,PROBABLE ALLERGEN,11991227,No result,No result,No result,No result,0,,Probable ANTIGEN ,0.6902,,cellular Process,0.025996576,,type VII secretion system ESX-5 target PE18,WP_003408976.1,1.00E-57,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,NON ENZYME,NOT Enzyme,NOT Enzyme\
125,>WP_003408979.1 ,type VII secretion system ESX-5 target PPE26 ,393,4.48,81.32,53400,0.344,Hydrophobic,41.28,38588.66,9,16,0,Unstable,,,periplasm,Cytoplasm. Extracell.,Cell inner membrane,CytoplasmicMembrane,Periplasmic Protein,1,cytoplasm,,Signal peptide,Unknown,3,0.343512,no transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,"Phosphorylation prediction,Glycosylation prediction `",,"PPE family; This family named after a PPE motif near to the amino terminus of the domain. The ...","cl37632	
",4.06E-47,low complexity	,N/A,NOne Predicted,N/A,N/A,N/A,0,N/A,N/A,0,NO result ,NO,0,"PE/PPE dimer-like	,PPE","2.25e-64,0.0000765

",PPE family protein PPE41 (1.20.1260.20/FF/1)	,3.70E-63,PPE family,2.90E-64,NO HIT,0,,	PE18,"Neighborhood
Textmining",0.963,,"PROBABLE NON-ALLERGEN
", O60641,No result,No result,No result,No result,0,,Probable ANTIGEN,0.5543,,Virulence factors	,-0.61737621,,type VII secretion system ESX-5 target PPE26,"WP_003408979.1",0,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,NON ENZYME,NOT Enzyme,NOT Enzyme\
126,>WP_003409179.1 ,PPE family protein ,403,4.52,84.67,55920,0.398,Hydrophobic,40.72,39197.25,8,18,0,Unstable,,,secreted,"Cytoplasm. Extracell.","Cell inner membrane.",CytoplasmicMembrane,Extracellular,1,cytoplasm,,no signal peptide,Soluble protein ,1,0.398263,no transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,"Phosphorylation prediction,Glycosylation prediction `",,"PPE-repeat protein [Function unknown];
","cl35037	",4.28E-47,low complexity	,N/A,NOne Predicted,N/A,N/A,N/A,0,N/A,N/A,0,NO result ,NO,0,"PE/PPE dimer-like,PPE,Virus attachment protein globular domain	,Adenovirus fiber protein ""knob"" domain		","3.14e-64,0.0000794
,0.0419
,0.016

",PPE family protein (1.20.1260.20/FF/3)	,5.40E-09,PPE family,5.50E-63,NO HIT,0,,PE20,"Neighborhood
Textmining",0.964,,"PROBABLE NON-ALLERGEN
",Q7F8U7,No result,No result,No result,No result,0,, Probable ANTIGEN,0.6181,,Virulence factors,-0.18983825,,PPE family protein ,"WP_251986781.1",0,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,NON ENZYME,NOT Enzyme,NOT Enzyme\
127,>WP_003409276.1 ,antitoxin ,87,6.76,69.54,11000,-1.206,Hydrophilic,66.87,10438.74,20,20,0,Unstable,,,cytoplasm,cytoplasm,"Cytoplasm. Extracell.
",Cytoplasmic,Cytoplasmic Protein,1,cytoplasm,,no signal peptide,Soluble protein ,0,-1.205747,no transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"Condensation domain of nonribosomal peptide synthetases (NRPSs); Condensation (C) domains of ...
","cl40425	
",8.47E-03,low complexity	,N/A,NOne Predicted,N/A,N/A,N/A,0,N/A,N/A,0,NO result ,NO,0,"Ribbon-helix-helix,CopG-like		","0.000156
,0.061",N/A,0," Ribbon-helix-helix protein, copG family",0.0019,NO HIT,0,,	vapC13,"Neighborhood
Textmining",0.957,,"PROBABLE NON-ALLERGEN
",Q53EZ4,No result,No result,No result,No result,0,, Probable ANTIGEN,0.6023,,Information and storage,0.74296954,,Conserved protein of uncharacterised function%2C possible antitoxin VapB13,"CKS88881.1
",2.00E-37,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,3.-.-.-	0.54,NOT Enzyme,NOT Enzyme
128,>WP_003409305.1 ,urease subunit gamma,100,5.78,101.50,1490,-0.227,Hydrophilic,45.63,11089.73,13,16,0,Unstable,,,cytoplasm,cytoplasm,cytoplasm,cytoplasmic,Cytoplasmic Protein,1,cytoplasm,,no signal peptide,Soluble protein ,0, -0.227000,no transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"urease subunit gamma; Provisional
","PRK13241	
",3.95E-52,low complexity	,N/A,"Urease, gamma/gamma-beta subunit ,
Urease, gamma subunit ","IPR002026,IPR012010","nickel cation binding ,
urease activity ","GO:0016151,GO:0009039",1,"urea catabolic process ,
urea metabolic process ","GO:0043419,GO:0019627",0,NO result ,NO,0,"Urease, gamma-subunit	,Urease, gamma-subunit	","1.96e-45
,0.0000179
",Urease subunit alpha (3.30.280.10/FF/1)	,1.20E-38,"Urease, gamma subunit",1.20E-47,NO HIT,0,,"ureB        
ureC","Neighborhood
Gene Fusion
Cooccurence
Coexpression
Experiments
Databases
Textmining",0.999,,"PROBABLE NON-ALLERGEN
",Q9BPX7,No result,No result,No result,No result,0,,Probable ANTIGEN ,0.5845,,Information and storage,1.1603767,,urease subunit gamma,"WP_003409305.1
",2.00E-63,,"linear amides
",Acting on carbon-nitrogen bonds; Other than peptide bonds	,Hydrolases,3.5.1.5	1.0,NOT Enzyme,NOT Enzyme
129,>WP_003409308.1,urease subunit beta ,104,9.92,97.60,2980,-0.096,Hydrophilic,36.71,11189.89,11,9,1,stable,,,cytoplasm,"Cell membrane. Cytoplasm.",cytoplasm,cytoplasmic,Cytoplasmic Protein,1,cytoplasm,,no signal peptide,Soluble protein ,0,-0.096154,no transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"urease subunit beta; Reviewed
","PRK13202	
",1.48E-68,N/A,N/A,"Urease, beta subunit-like ",IPR002019,N/A,N/A,0,urea catabolic process ,GO:0043419,1,urease complex ,GO:0035550,1,"Urease, beta-subunit	,Urease, beta-subunit	","1.31e-36
,0.0000956
",Urease subunit beta (2.10.150.10/FF/1)	,2.40E-38, Urease beta subunit,1.90E-35,no HIT,0,,"ureA        
ureC","Neighborhood
Gene Fusion
Cooccurence
Coexpression
Experiments
Databases
Textmining",0.999,,"PROBABLE NON-ALLERGEN
",P07339,No result,No result,No result,No result,0,, Probable ANTIGEN,0.6816,,cellular Process,0.46374085,,urease subunit beta,"CKU48663.1
",8.00E-49,,"linear amides",Acting on carbon-nitrogen bonds; Other than peptide bonds        ,Hydrolases,3.5.1.5	1.0,NOT Enzyme,NOT Enzyme
130,>WP_003409409.1 , lipoprotein LpqH,140,9.55,82.14,15470,-0.105,Hydrophilic,20.18,14974.95,15,9,1,stable,,,fimbrium,Extracell,"Cell inner membrane. Cell outer membrane. Fimbrium.",CytoplasmicMembrane,Cytoplasmic Protein,1,cytoplasm,,Signal peptide,Unknown,0, -0.105000,no transmembrane,Secretion (Signal Peptide),signal peptide,signal peptide,Signal Peptide,Secretory Protein ,Phosphorylation prediction,,"Mycobacterium 19 kDa lipoprotein antigen; Most of the antigens of Mycobacterium leprae and M. ...","cl05184	
",5.16E-33,transmembrane region	,N/A,19kDa lipoprotein antigen ,IPR008691,N/A,N/A,0,N/A,N/A,0,membrane ,GO:0016020,1,N/A,0,N/A,0, Mycobacterium 19 kDa lipoprotein antigen,(1.1e-29, Prokaryotic membrane lipoprotein lipid attachment site profile,5.000,,	Rv1882c,Neighborhood,0.734,,"PROBABLE NON-ALLERGEN
",P05117,No result,No result,No result,No result,0,, Probable ANTIGEN,0.7031,,Metabolism Molecule,0.86642645,,lipoprotein LpqH ,"WP_014584786.1
",5.00E-89,,"Nucleotidyltransferases",Transferring Phosphorus-Containing Groups	,Transferases,3.-.-.-	0.57,NOT Enzyme,NOT Enzyme
131,>WP_003409456.1 ,esterase family protein,325,5.62,72.18,81360,-0.179,Hydrophilic,44.93,34580.85,20,23,0,Unstable,,,secreted,Extracell,Cell inner membrane. Extracell.,Extracellular,Periplasmic Protein,1,Extracellular,,Signal peptide,Unknown,0,-0.179077,no transmembrane,Secretion (Signal Peptide),signal peptide,signal peptide,Signal Peptide,Secretory Protein ,Glycosylation prediction ,,"S-formylglutathione hydrolase FrmB [Defense mechanisms];","cl33985	
",7.00E-96,transmembrane region	,N/A,Esterase-like,IPR000801,N/A,N/A,0,N/A,N/A,0,NO result ,NO,0,"alpha/beta-Hydrolases	,Mycobacterial antigens	","5.93e-38,0.0000000000414
",Putative esterase (3.40.50.1820/FF/198)	,1.30E-06,Putative esterase,7.60E-76,NO HIT,0,,	aftB,"Cooccurence
Databases",0.949,,"PROBABLE NON-ALLERGEN",Q653V7,No result,No result,No result,No result,0,, Probable ANTIGEN,0.5875,,Metabolism Molecule,1.5606983,,diacylglycerol acyltransferase/mycolyltransferase Ag85B,"WP_003409456.1",0,,"Transferring groups other than amino-acyl groups",Acyltransferases,Transferases,3.1.1.-	0.61,NOT Enzyme,NOT Enzyme
132,>WP_003409778.1 ,type II toxin-antitoxin system PemK/MazF family toxin ,109,9.00,113.58,11000,0.287,Hydrophobic,51.82,11819.88,15,12,0,Unstable,,,cytoplasm,Extracell,Cell inner membrane.,Unknown,Inner-membrane Protein,1,Inner membrane ,,no signal peptide,Soluble protein ,1,0.287156,no transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"mRNA-degrading endonuclease, toxin component of the MazEF toxin-antitoxin module [Defense ...
","cl42701	
",1.77E-21,N/A,N/A,mRNA interferase PemK-like ,IPR003477,DNA binding ,GO:0003677,1,N/A,N/A,0,NO result ,NO,0,"	Cell growth inhibitor/plasmid maintenance toxic component,Kid/PemK	","2.62e-18
,0.0026
",Toxin MazF5 (2.30.30.110/FF/2)	,1.00E-62," PemK-like, MazF-like toxin of type II toxin-antitoxin system",1.70E-14,NO HIT,0,,	mazE5,Neighborhood Textmining,0.946,,PROBABLE ALLERGEN, P16094,No result,No result,No result,No result,0,, Probable ANTIGEN,0.5085,,Metabolism Molecule,1.3119442,,type II toxin-antitoxin system PemK/MazF family toxin,"WP_070863659.1
",5.00E-65,,"Nucleotidyltransferases",Transferring Phosphorus-Containing Groups	,Transferases,3.1.22.-	0.65,NOT Enzyme,NOT Enzyme
133,>WP_003409899.1 ,type II toxin-antitoxin system ParD family antitoxin,83,6.58,70.72,2980,-0.620,Hydrophilic,46.35,9239.23,14,14,0,Unstable,,,cytoplasm,Cytoplasm. Extracell.,Cell inner membrane.,cytoplasmic,Cytoplasmic Protein,1,cytoplasm,,no signal peptide,Soluble protein ,1,-0.620482,no transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"Ribbon-helix-helix protein, copG family; The structure of this protein repressor, which is the ...
","cl22901	
",3.34E-38,coiled coil	,N/A,Antitoxin ParD ,IPR022789,N/A,N/A,0,regulation of DNA-templated transcription ,GO:0006355,1,NO result ,NO,0,"Ribbon-helix-helix	,CopG-like	","0.0000000356,0.063
",N/A,0, Bacterial antitoxin of ParD toxin-antitoxin type II system and RHH,9.40E-43,NO HIT,0,,parE1,Neighborhood  Cooccurence Textmining,0.998,,PROBABLE NON-ALLERGEN, Q96G01,No result,No result,No result,No result,0,,Probable ANTIGEN,0.5743,,Information and storage,0.38476393,,type II toxin-antitoxin system ParD family antitoxin,"WP_055389785.1
",1.00E-49,,"Nucleotidyltransferases",Transferring Phosphorus-Containing Groups	,Transferases,NO Prediction,NOT Enzyme,NOT Enzyme
134,>WP_003409919.1 , TetR/AcrR family transcriptional regulator,406,8.85,103.23,42400,-0.132,Hydrophilic,46.67,44341.66,52,48,0,Unstable,,,cytoplasm,cytoplasm,Cell inner membrane. Cytoplasm.,cytoplasmic,Cytoplasmic Protein,1,cytoplasm,,no signal peptide,Soluble protein ,1,-0.131527,no transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"Bacterial regulatory proteins, tetR family;","pfam00440	",1.68E-09,low complexity	,N/A,NOne Predicted,N/A,DNA binding ,GO:0003677,1,N/A,N/A,0,NO result ,NO,0,"Homeodomain-like,	Tetracyclin repressor-like, N-terminal domain	,Homeodomain-like,	Tetracyclin repressor-like, N-terminal domain	","7.48e-18
,0.006
,0.0000000000477
,0.011
",TetR family transcriptional regulator (1.10.10.60/FF/509)	,1.00E-31," Bacterial regulatory proteins, tetR family","6.2e-17,6.6e-13",TetR-type HTH domain profile :,"22.293,16.373",,mce3A,Textmining,0.899,,PROBABLE NON-ALLERGEN,O75155,No result,No result,No result,No result,0,, Probable NON-ANTIGEN,0.3967,,Metabolism Molecule,1.0280723,,TetR family transcriptional regulator Mce3R ,"WP_003409919.1",0,,"Nucleotidyltransferases",Transferring Phosphorus-Containing Groups	,Transferases,NON ENZYME,NOT Enzyme,NOT Enzyme
